"Stichtagdatjahr","DatenstandCd","HAArtLevel1Sort","HAArtLevel1Cd","HAArtLevel1Lang","HASTWESort","HASTWECd","HASTWELang","BaualterSort_noDM","BaualterCd_noDM","BaualterLang_noDM","AnzZimmerLevel2Sort_noDM","AnzZimmerLevel2Cd_noDM","AnzZimmerLevel2Lang_noDM","AnzHA","HAPreisWohnflaeche","HAMedianPreis","HASumPreis"
2019,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",4,"4","4-Zimmer","68",11789,1225000,90971078
2019,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",4,"4","4-Zimmer","141",12376,1380000,227400750
2019,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",5,"5","5-Zimmer","6",12314,1527500,9680000
2019,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",5,"5","5-Zimmer","8",16448,2550000,23515000
2019,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",5,"5","5-Zimmer","4–6",13940,2537120,11102120
2019,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",5,"5","5-Zimmer","1–3",18441,2359000,K
2019,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",5,"5","5-Zimmer","31",11967,1500000,52714924
2019,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",5,"5","5-Zimmer","52",12950,1750000,101730044
2019,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",6,"6","6-Zimmer und mehr","1–3",11386,1890000,K
2019,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",6,"6","6-Zimmer und mehr","1–3",12143,3575280,K
2019,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",6,"6","6-Zimmer und mehr","1–3",9591,1640000,K
2019,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",6,"6","6-Zimmer und mehr","6",10957,1909500,13088395
2019,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",6,"6","6-Zimmer und mehr","12",11147,1845000,30113948
2020,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",1,"1","1-Zimmer","1–3",20000,1120000,K
2020,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",1,"1","1-Zimmer","1–3",15688,2545000,K
2020,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",1,"1","1-Zimmer","1–3",13214,631000,K
2020,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",1,"1","1-Zimmer","28",10202,366380,13707965
2020,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",1,"1","1-Zimmer","34",11270,388080,21983965
2020,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",2,"2","2-Zimmer","20",13534,955000,21106081
2020,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",2,"2","2-Zimmer","15",16000,1060000,19312419
2020,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",2,"2","2-Zimmer","3–5",14361,1430000,5640000
2020,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",2,"2","2-Zimmer","1–3",17582,1179500,K
2020,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",2,"2","2-Zimmer","59",12990,659560,48455370
2020,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",2,"2","2-Zimmer","100",13063,868000,96872870
2020,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",3,"3","3-Zimmer","46",13733,1377500,68081811
2020,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",3,"3","3-Zimmer","22",15080,1477500,37403458
2020,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",3,"3","3-Zimmer","15",16372,1850000,31320000
2020,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",3,"3","3-Zimmer","5",15882,1620000,8246026
2020,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",3,"3","3-Zimmer","86",11062,822730,85182084
2020,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",3,"3","3-Zimmer","174",13133,1172500,230233380
2020,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",4,"4","4-Zimmer","64",13155,1570000,107132881
2020,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",4,"4","4-Zimmer","18",15495,2075000,38930283
2020,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",4,"4","4-Zimmer","14–16",13608,1817000,29282000
2020,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",4,"4","4-Zimmer","1–3",19028,2331990,K
2020,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",4,"4","4-Zimmer","66",11207,1175000,87995277
2020,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",4,"4","4-Zimmer","165",12647,1495000,268004414
2020,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",5,"5","5-Zimmer","22",11860,1732500,40792000
2020,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",5,"5","5-Zimmer","4–6",15563,2480000,11310000
2020,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",5,"5","5-Zimmer","4",12363,2370000,9900000
2020,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",5,"5","5-Zimmer","1–3",18841,3200000,K
2020,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",5,"5","5-Zimmer","23",15684,2200000,48740000
2020,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",5,"5","5-Zimmer","56",13848,2100000,120632000
2020,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",6,"6","6-Zimmer und mehr","1–3",19590,4780000,K
2020,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",6,"6","6-Zimmer und mehr","1–3",20116,5150000,K
2020,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",6,"6","6-Zimmer und mehr","1–3",14127,3725000,K
2020,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",6,"6","6-Zimmer und mehr","19",15346,2550000,51387500
2020,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",6,"6","6-Zimmer und mehr","24",16445,2562500,73917500
2021,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",1,"1","1-Zimmer","42",12353,737500,32133500
2021,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",1,"1","1-Zimmer","1–3",13214,1747000,K
2021,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",1,"1","1-Zimmer","10–12",9339,298180,6604091
2021,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",1,"1","1-Zimmer","55",12161,320000,22059911
2021,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",1,"1","1-Zimmer","110",12161,610000,65509502
2021,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",2,"2","2-Zimmer","14",15109,1080000,15747724
2021,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",2,"2","2-Zimmer","16",17273,1330000,21056418
2021,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",2,"2","2-Zimmer","6",17775,1794500,10259000
2021,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",2,"2","2-Zimmer","11",13964,782000,10204941
2021,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",2,"2","2-Zimmer","53",11384,630000,36244461
2021,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",2,"2","2-Zimmer","100",13550,817500,93512545
2021,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",3,"3","3-Zimmer","157",12500,1215000,209438386
2021,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",3,"3","3-Zimmer","19",16009,1825000,36266333
2021,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",3,"3","3-Zimmer","14",12365,1360310,20620616
2021,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",3,"3","3-Zimmer","9",13026,1375000,11961245
2021,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",3,"3","3-Zimmer","86",13005,970500,88897270
2021,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",3,"3","3-Zimmer","285",12761,1195000,367183850
2021,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",4,"4","4-Zimmer","123",11259,1465000,197504752
2021,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",4,"4","4-Zimmer","22",15868,1905000,45855000
2021,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",4,"4","4-Zimmer","23",13070,1550000,46518000
2021,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",4,"4","4-Zimmer","9",15280,1866590,16627500
2021,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",4,"4","4-Zimmer","63",15050,1500000,107518186
2021,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",4,"4","4-Zimmer","240",13406,1537500,414023438
2021,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",5,"5","5-Zimmer","8",13742,1987500,17300000
2021,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",5,"5","5-Zimmer","10",18429,2800000,30160000
2021,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",5,"5","5-Zimmer","9",16480,3275000,27721900
2021,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",5,"5","5-Zimmer","5",12171,1850000,11650000
2021,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",5,"5","5-Zimmer","43",15657,1800000,92614544
2021,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",5,"5","5-Zimmer","75",15357,2200000,179446444
2021,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",6,"6","6-Zimmer und mehr","1–3",16437,5224640,K
2021,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",6,"6","6-Zimmer und mehr","1–3",9971,2250000,K
2021,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",6,"6","6-Zimmer und mehr","7",19275,3600000,24472155
2021,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",6,"6","6-Zimmer und mehr","10",18506,3240000,34196792
2022,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",1,"1","1-Zimmer","1–3",20646,978000,K
2022,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",1,"1","1-Zimmer","1–3",17194,1201250,K
2022,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",1,"1","1-Zimmer","5",18500,740000,3465000
2022,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",1,"1","1-Zimmer","20",15359,460000,10433594
2022,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",1,"1","1-Zimmer","29",15565,510310,18257094
2022,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",2,"2","2-Zimmer","45",12708,953000,47983105
2022,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",2,"2","2-Zimmer","14",17934,1440000,20252712
2022,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",2,"2","2-Zimmer","8–10",15807,1872500,17485500
2022,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",2,"2","2-Zimmer","1–3",16367,982000,K
2022,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",2,"2","2-Zimmer","51",16667,999700,57154516
2022,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",2,"2","2-Zimmer","121",14801,1025000,143857834
2022,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",3,"3","3-Zimmer","102",12991,1272150,133859659
2022,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",3,"3","3-Zimmer","22",18381,1970000,43755895
2022,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",3,"3","3-Zimmer","13",13333,1400000,24526589
2022,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",3,"3","3-Zimmer","6",15364,1727500,10418000
2022,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",3,"3","3-Zimmer","54",15473,1157500,69532393
2022,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",3,"3","3-Zimmer","197",14375,1306660,282092536
2022,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",4,"4","4-Zimmer","127",13851,1610000,220827523
2022,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",4,"4","4-Zimmer","8",16685,2300000,20032000
2022,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",4,"4","4-Zimmer","23",14679,2000000,50035237
2022,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",4,"4","4-Zimmer","5",17820,1650000,8638440
2022,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",4,"4","4-Zimmer","56",15600,1575000,98172268
2022,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",4,"4","4-Zimmer","219",14224,1630000,397705468
2022,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",5,"5","5-Zimmer","19",14473,1980000,40806324
2022,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",5,"5","5-Zimmer","3–5",15926,2150000,13625200
2022,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",5,"5","5-Zimmer","13",14292,2450000,33010340
2022,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",5,"5","5-Zimmer","1–3",27863,3650000,K
2022,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",5,"5","5-Zimmer","33",15649,2260000,76858320
2022,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",5,"5","5-Zimmer","71",14919,2201000,167950184
2022,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",6,"6","6-Zimmer und mehr","1–3",16295,3650000,K
2022,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",6,"6","6-Zimmer und mehr","4",16946,3725000,15370000
2022,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",6,"6","6-Zimmer und mehr","1–3",24902,3705000,K
2022,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",6,"6","6-Zimmer und mehr","8",18368,3175000,24966000
2022,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",6,"6","6-Zimmer und mehr","17",18553,3500000,59806000
2023,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",1,"1","1-Zimmer","9",17742,670000,6468500
2023,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",1,"1","1-Zimmer","4–6",16808,1000000,3654156
2023,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",1,"1","1-Zimmer","1–3",18581,1300000,K
2023,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",1,"1","1-Zimmer","4",18806,730000,3267700
2023,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",1,"1","1-Zimmer","26",17411,515500,14318908
2023,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",1,"1","1-Zimmer","46",17532,592500,31233264
2023,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",2,"2","2-Zimmer","46",11828,832500,41742959
2023,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",2,"2","2-Zimmer","13",20253,1450000,18433000
2023,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",2,"2","2-Zimmer","6–8",16670,1745000,10490000
2023,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",2,"2","2-Zimmer","1–3",20349,1750000,K
2023,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",2,"2","2-Zimmer","26",16272,949420,25876809
2023,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",2,"2","2-Zimmer","94",13920,890000,101902768
2023,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",3,"3","3-Zimmer","103",14574,1267000,152569161
2023,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",3,"3","3-Zimmer","18",17608,1970000,35900402
2023,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",3,"3","3-Zimmer","19",15593,1684000,33002755
2023,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",3,"3","3-Zimmer","12",14803,1880000,20739575
2023,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",3,"3","3-Zimmer","75",13158,1031440,94537681
2023,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",3,"3","3-Zimmer","227",14848,1290000,336749575
2023,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",4,"4","4-Zimmer","80",15584,1735000,154414432
2023,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",4,"4","4-Zimmer","15",16432,2200000,32714344
2023,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",4,"4","4-Zimmer","13",16803,2340000,28698684
2023,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",4,"4","4-Zimmer","6",17685,2185500,11641000
2023,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",4,"4","4-Zimmer","66",15181,1575000,108052880
2023,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",4,"4","4-Zimmer","180",15674,1734800,335521340
2023,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",5,"5","5-Zimmer","26",18289,2127500,64227122
2023,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",5,"5","5-Zimmer","3–5",19139,3100000,13300000
2023,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",5,"5","5-Zimmer","8",15880,2180000,18980000
2023,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",5,"5","5-Zimmer","1–3",13861,2313740,K
2023,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",5,"5","5-Zimmer","27",13844,1830000,56613658
2023,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",5,"5","5-Zimmer","67",16842,2170000,157748258
2023,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",6,"6","6-Zimmer und mehr","1–3",13778,2700000,K
2023,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",6,"6","6-Zimmer und mehr","1–3",13712,2331000,K
2023,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",6,"6","6-Zimmer und mehr","1–3",23543,3555000,K
2023,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",6,"6","6-Zimmer und mehr","10–16",17131,2900000,31131000
2023,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",6,"6","6-Zimmer und mehr","19",16193,2850000,59878000
2024,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",1,"1","1-Zimmer","1–3",14400,720000,K
2024,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",1,"1","1-Zimmer","1–3",19000,1140000,K
2024,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",1,"1","1-Zimmer","1–3",15278,1050000,K
2024,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",1,"1","1-Zimmer","1–3",16477,623000,K
2024,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",1,"1","1-Zimmer","23–31",15591,610000,18722855
2024,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",1,"1","1-Zimmer","35",15641,720000,29235855
2024,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",2,"2","2-Zimmer","35",16852,1020000,39822825
2024,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",2,"2","2-Zimmer","8",20574,1560000,12600000
2024,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",2,"2","2-Zimmer","9",21875,1375000,14390000
2024,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",2,"2","2-Zimmer","14",11891,816500,13765000
2024,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",2,"2","2-Zimmer","63",16761,1002000,67505274
2024,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",2,"2","2-Zimmer","129",17231,1020000,148083099
2024,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",3,"3","3-Zimmer","47",15550,1450000,71846715
2024,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",3,"3","3-Zimmer","23",17200,1790000,41226573
2024,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",3,"3","3-Zimmer","19",14352,1550000,31256606
2024,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",3,"3","3-Zimmer","16",21095,2165000,32787942
2024,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",3,"3","3-Zimmer","141",15263,1300000,184121764
2024,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",3,"3","3-Zimmer","246",16225,1383130,361239600
2024,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",4,"4","4-Zimmer","48",16962,1892500,96493724
2024,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",4,"4","4-Zimmer","20",15765,1860000,38482981
2024,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",4,"4","4-Zimmer","20",18267,2625000,55459000
2024,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",4,"4","4-Zimmer","9",20342,2125000,18263834
2024,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",4,"4","4-Zimmer","91",15842,1600000,155042519
2024,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",4,"4","4-Zimmer","188",16761,1755000,363742058
2024,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",5,"5","5-Zimmer","10",16665,2125000,23896591
2024,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",5,"5","5-Zimmer","1–3",15751,2665000,K
2024,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",5,"5","5-Zimmer","4–6",18715,2912500,15665000
2024,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",5,"5","5-Zimmer","9",20000,2620000,30250400
2024,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",5,"5","5-Zimmer","37",16031,2105000,83242163
2024,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",5,"5","5-Zimmer","63",16840,2300000,160872303
2024,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",6,"6","6-Zimmer und mehr","1–3",19156,2950000,K
2024,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",6,"6","6-Zimmer und mehr","1–3",16443,3160000,K
2024,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",6,"6","6-Zimmer und mehr","4",14382,2042120,10384231
2024,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",6,"6","6-Zimmer und mehr","4",22831,4071750,17773500
2024,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",6,"6","6-Zimmer und mehr","11",16919,2970000,37427731
